"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"2005-10-01" ,"15"          ,"Southland Region"         ,"228"          ,"3846"         ,"213"          ,"150"         ,"146"                 ,"180"                 ,"120"                 ,"0.29"
"2005-10-01" ,"16"          ,"Tasman Region"            ,"93"           ,"1284"         ,"81"           ,"230"         ,"218"                 ,"265"                 ,"180"                 ,"0.31"
"2005-10-01" ,"17"          ,"Nelson Region"            ,"195"          ,"3114"         ,"183"          ,"240"         ,"240"                 ,"280"                 ,"200"                 ,"0.26"
"2005-10-01" ,"18"          ,"Marlborough Region"       ,"96"           ,"1962"         ,"102"          ,"230"         ,"224"                 ,"275"                 ,"193"                 ,"0.30"
"2005-11-01" ,"-99"         ,"ALL"                      ,"13,395"       ,"250431"       ,"14,883"       ,"260"         ,"253"                 ,"330"                 ,"200"                 ,"0.41"
"2005-11-01" ,"-1"          ,"NA"                       ,"363"          ,"9072"         ,"468"          ,"240"         ,"230"                 ,"300"                 ,"170"                 ,"0.43"
"2005-11-01" ,"1"           ,"Northland Region"         ,"363"          ,"6372"         ,"366"          ,"210"         ,"206"                 ,"260"                 ,"165"                 ,"0.32"
"2005-11-01" ,"2"           ,"Auckland Region"          ,"4,659"        ,"86787"        ,"4,938"        ,"310"         ,"319"                 ,"380"                 ,"260"                 ,"0.33"
"2005-11-01" ,"3"           ,"Waikato Region"           ,"1,257"        ,"21651"        ,"1,332"        ,"220"         ,"216"                 ,"280"                 ,"170"                 ,"0.36"
"2005-11-01" ,"4"           ,"Bay of Plenty Region"     ,"834"          ,"15648"        ,"858"          ,"230"         ,"228"                 ,"283"                 ,"190"                 ,"0.31"
"2005-11-01" ,"5"           ,"Gisborne Region"          ,"93"           ,"2028"         ,"96"           ,"180"         ,"178"                 ,"220"                 ,"150"                 ,"0.28"
"2005-11-01" ,"6"           ,"Hawke's Bay Region"       ,"396"          ,"7191"         ,"399"          ,"220"         ,"218"                 ,"270"                 ,"175"                 ,"0.31"
"2005-11-01" ,"7"           ,"Taranaki Region"          ,"267"          ,"5031"         ,"237"          ,"190"         ,"187"                 ,"240"                 ,"150"                 ,"0.38"
"2005-11-01" ,"8"           ,"Manawatu-Wanganui Region" ,"795"          ,"12162"        ,"1,056"        ,"190"         ,"192"                 ,"260"                 ,"150"                 ,"0.42"
"2005-11-01" ,"9"           ,"Wellington Region"        ,"1,524"        ,"31470"        ,"1,992"        ,"260"         ,"262"                 ,"350"                 ,"200"                 ,"0.43"
"2005-11-01" ,"12"          ,"West Coast Region"        ,"60"           ,"1038"         ,"60"           ,"163"         ,"152"                 ,"198"                 ,"133"                 ,"0.40"
"2005-11-01" ,"13"          ,"Canterbury Region"        ,"1,638"        ,"29637"        ,"1,815"        ,"250"         ,"239"                 ,"300"                 ,"195"                 ,"0.35"
"2005-11-01" ,"14"          ,"Otago Region"             ,"576"          ,"12138"        ,"693"          ,"235"         ,"228"                 ,"300"                 ,"175"                 ,"0.43"
"2005-11-01" ,"15"          ,"Southland Region"         ,"252"          ,"3876"         ,"219"          ,"150"         ,"143"                 ,"180"                 ,"120"                 ,"0.33"
"2005-11-01" ,"16"          ,"Tasman Region"            ,"72"           ,"1281"         ,"75"           ,"240"         ,"230"                 ,"280"                 ,"200"                 ,"0.30"
"2005-11-01" ,"17"          ,"Nelson Region"            ,"144"          ,"3075"         ,"183"          ,"250"         ,"247"                 ,"300"                 ,"210"                 ,"0.30"
"2005-11-01" ,"18"          ,"Marlborough Region"       ,"105"          ,"1965"         ,"99"           ,"240"         ,"230"                 ,"270"                 ,"200"                 ,"0.22"
"2005-12-01" ,"-99"         ,"ALL"                      ,"13,758"       ,"248229"       ,"15,963"       ,"260"         ,"254"                 ,"325"                 ,"200"                 ,"0.40"
"2005-12-01" ,"-1"          ,"NA"                       ,"393"          ,"8973"         ,"495"          ,"245"         ,"236"                 ,"310"                 ,"180"                 ,"0.43"
"2005-12-01" ,"1"           ,"Northland Region"         ,"345"          ,"6375"         ,"342"          ,"215"         ,"210"                 ,"264"                 ,"171"                 ,"0.32"
"2005-12-01" ,"2"           ,"Auckland Region"          ,"4,737"        ,"86499"        ,"5,022"        ,"310"         ,"317"                 ,"380"                 ,"260"                 ,"0.32"
"2005-12-01" ,"3"           ,"Waikato Region"           ,"1,281"        ,"21561"        ,"1,374"        ,"230"         ,"221"                 ,"280"                 ,"175"                 ,"0.35"
"2005-12-01" ,"4"           ,"Bay of Plenty Region"     ,"879"          ,"15624"        ,"906"          ,"240"         ,"231"                 ,"285"                 ,"190"                 ,"0.29"
"2005-12-01" ,"5"           ,"Gisborne Region"          ,"108"          ,"2034"         ,"102"          ,"190"         ,"184"                 ,"220"                 ,"160"                 ,"0.23"
"2005-12-01" ,"6"           ,"Hawke's Bay Region"       ,"429"          ,"7221"         ,"399"          ,"220"         ,"212"                 ,"260"                 ,"180"                 ,"0.34"
"2005-12-01" ,"7"           ,"Taranaki Region"          ,"279"          ,"5037"         ,"273"          ,"200"         ,"202"                 ,"250"                 ,"160"                 ,"0.38"
"2005-12-01" ,"8"           ,"Manawatu-Wanganui Region" ,"732"          ,"12111"        ,"783"          ,"180"         ,"180"                 ,"230"                 ,"145"                 ,"0.36"
"2005-12-01" ,"9"           ,"Wellington Region"        ,"1,581"        ,"31290"        ,"1,764"        ,"260"         ,"261"                 ,"340"                 ,"200"                 ,"0.40"
"2005-12-01" ,"12"          ,"West Coast Region"        ,"63"           ,"1020"         ,"81"           ,"178"         ,"174"                 ,"200"                 ,"150"                 ,"0.28"
"2005-12-01" ,"13"          ,"Canterbury Region"        ,"1,665"        ,"29520"        ,"1,782"        ,"250"         ,"243"                 ,"300"                 ,"200"                 ,"0.38"
"2005-12-01" ,"14"          ,"Otago Region"             ,"636"          ,"10761"        ,"2,016"        ,"230"         ,"222"                 ,"300"                 ,"175"                 ,"0.42"
"2005-12-01" ,"15"          ,"Southland Region"         ,"228"          ,"3861"         ,"243"          ,"160"         ,"155"                 ,"190"                 ,"130"                 ,"0.31"
"2005-12-01" ,"16"          ,"Tasman Region"            ,"81"           ,"1293"         ,"69"           ,"233"         ,"230"                 ,"261"                 ,"200"                 ,"0.26"
"2005-12-01" ,"17"          ,"Nelson Region"            ,"198"          ,"3078"         ,"195"          ,"260"         ,"248"                 ,"290"                 ,"200"                 ,"0.31"
"2005-12-01" ,"18"          ,"Marlborough Region"       ,"117"          ,"1965"         ,"117"          ,"235"         ,"231"                 ,"260"                 ,"200"                 ,"0.23"
"2006-01-01" ,"-99"         ,"ALL"                      ,"16,038"       ,"250998"       ,"13,269"       ,"270"         ,"258"                 ,"350"                 ,"200"                 ,"0.47"
"2006-01-01" ,"-1"          ,"NA"                       ,"450"          ,"9030"         ,"393"          ,"240"         ,"230"                 ,"300"                 ,"175"                 ,"0.48"
"2006-01-01" ,"1"           ,"Northland Region"         ,"330"          ,"6396"         ,"309"          ,"210"         ,"211"                 ,"270"                 ,"170"                 ,"0.34"
"2006-01-01" ,"2"           ,"Auckland Region"          ,"4,851"        ,"87249"        ,"4,101"        ,"320"         ,"322"                 ,"390"                 ,"265"                 ,"0.37"
"2006-01-01" ,"3"           ,"Waikato Region"           ,"1,302"        ,"21723"        ,"1,140"        ,"240"         ,"230"                 ,"300"                 ,"180"                 ,"0.37"
"2006-01-01" ,"4"           ,"Bay of Plenty Region"     ,"804"          ,"15621"        ,"807"          ,"230"         ,"225"                 ,"280"                 ,"180"                 ,"0.32"
"2006-01-01" ,"5"           ,"Gisborne Region"          ,"84"           ,"2031"         ,"84"           ,"200"         ,"198"                 ,"240"                 ,"170"                 ,"0.28"
"2006-01-01" ,"6"           ,"Hawke's Bay Region"       ,"372"          ,"7221"         ,"375"          ,"230"         ,"220"                 ,"276"                 ,"180"                 ,"0.35"
"2006-01-01" ,"7"           ,"Taranaki Region"          ,"282"          ,"5082"         ,"234"          ,"193"         ,"190"                 ,"250"                 ,"150"                 ,"0.38"
"2006-01-01" ,"8"           ,"Manawatu-Wanganui Region" ,"753"          ,"12171"        ,"690"          ,"180"         ,"180"                 ,"220"                 ,"145"                 ,"0.33"
"2006-01-01" ,"9"           ,"Wellington Region"        ,"2,016"        ,"31434"        ,"1,869"        ,"285"         ,"282"                 ,"380"                 ,"210"                 ,"0.45"
"2006-01-01" ,"12"          ,"West Coast Region"        ,"63"           ,"1035"         ,"51"           ,"180"         ,"173"                 ,"205"                 ,"140"                 ,"0.34"
"2006-01-01" ,"13"          ,"Canterbury Region"        ,"1,926"        ,"29592"        ,"1,857"        ,"260"         ,"249"                 ,"320"                 ,"200"                 ,"0.40"
"2006-01-01" ,"14"          ,"Otago Region"             ,"2,208"        ,"12150"        ,"819"          ,"255"         ,"240"                 ,"400"                 ,"155"                 ,"0.63"
"2006-01-01" ,"15"          ,"Southland Region"         ,"279"          ,"3906"         ,"234"          ,"150"         ,"149"                 ,"180"                 ,"120"                 ,"0.31"
"2006-01-01" ,"16"          ,"Tasman Region"            ,"72"           ,"1305"         ,"60"           ,"250"         ,"229"                 ,"280"                 ,"200"                 ,"0.33"
"2006-01-01" ,"17"          ,"Nelson Region"            ,"135"          ,"3063"         ,"150"          ,"245"         ,"247"                 ,"300"                 ,"195"                 ,"0.35"
"2006-01-01" ,"18"          ,"Marlborough Region"       ,"114"          ,"1986"         ,"96"           ,"235"         ,"226"                 ,"266"                 ,"194"                 ,"0.28"
